37,1
4,1
16384,0
56,0
32,1
64,0
32,0
64,0
32,0
64,0
40,1
40,0
40,0
40,0
40,1
40,0
40,0
40,1
40,0
40,0
40,1
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,1
40,0
32,1
32816,0
8,1
232,0
72704,0
80,1
18,0
16,0
15,0
17,0
19,0
20,0
17,0
16,1
16,0
18,0
20,0
18,1
17,0
17,0
19,0
13,0
21,0
21,0
22,1
26,0
21,0
16,0
18,1
21,0
20,0
25,0
12,1
22,0
15,0
16,0
17,1
18,0
25,0
21,0
16,0
15,1
15,0
12,1
10,0
9,0
20,0
18,1
27,0
11,1
16,0
16,1
18,0
15,0
17,0
15,1
33,1
24,0
23,0
31,0
34,1
31,0
34,0
14,0
23,1
26,0
18,0
16,0
18,1
15,0
19,0
14,0
21,1
21,0
21,0
14,0
12,1
22,1
25,0
18,0
17,0
14,0
18,1
15,0
12,0
16,0
17,0
19,1
25,1
25,0
24,0
15,0
16,0
19,1
17,0
17,0
15,0
16,0
13,1
14,0
10,0
14,0
12,0
80,1
24,1
8,0
24,1
128,1
24,1
256,0
24,0
512,0
24,0
1024,1
31,0
16,0
16,1
16,0
16,1
16,0
16,0
16,0
16,0
16,0
16,1
16,0
16,0
16,0
24,1
16,0
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,0
16,0
16,0
16,0
26,0
16,0
16,0
16,1
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,0
16,0
18,0
16,1
16,0
22,0
16,0
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,0
26,0
16,0
16,1
16,0
16,0
16,1
16,0
18,0
16,0
16,0
16,0
16,0
16,0
16,1
16,0
16,0
16,1
16,0
16,0
16,0
16,1
26,0
16,0
16,0
26,0
16,0
16,0
22,1
16,0
16,0
16,0
20,1
16,0
16,0
16,0
16,1
16,0
16,0
24,0
16,0
20,0
16,0
16,0
16,0
16,0
21,0
16,0
17,0
16,1
16,0
17,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,1
16,0
16,0
16,0
20,1
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,1
16,0
16,0
16,1
20,0
16,0
16,0
16,1
16,0
20,0
16,1
16,0
16,0
16,0
16,1
16,0
24,0
16,1
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,1
16,0
20,0
16,0
16,1
16,0
16,0
34,0
16,1
31,0
16,0
22,1
16,0
16,0
34,0
16,0
16,1
19,0
16,0
16,0
20,0
16,0
16,0
16,1
16,0
16,0
16,0
16,0
16,0
16,0
16,1
26,0
16,0
16,0
16,0
24,0
16,0
16,1
16,0
17,0
16,1
20,0
16,0
17,0
16,0
16,0
20,1
16,0
16,0
17,0
16,0
16,0
16,0
16,1
16,0
22,0
16,1
16,0
16,0
16,0
18,0
16,0
16,0
16,0
16,0
21,0
16,1
16,0
16,0
16,0
16,0
16,0
33,0
16,1
20,0
16,0
16,1
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,0
16,0
16,0
20,0
16,1
16,0
16,0
16,1
16,0
20,0
16,0
21,0
16,0
16,0
16,0
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,0
16,0
16,0
16,1
20,0
16,0
20,0
16,0
16,0
16,0
16,1
20,0
16,0
16,0
16,0
20,0
16,0
16,1
16,0
16,0
19,0
16,0
16,0
16,0
16,1
16,0
16,0
16,0
18,0
16,1
16,0
16,0
16,0
16,0
19,0
16,0
16,1
16,0
16,0
16,1
16,0
16,0
16,0
16,1
16,0
16,0
16,1
16,0
16,0
16,0
16,1
16,0
16,0
16,1
16,0
16,0
16,1
16,0
16,0
16,0
16,1
16,0
16,0
16,0
28,0
16,0
29,0
16,1
16,0
16,0
16,0
44,1
16,0
16,0
16,0
20,1
16,0
16,0
16,1
16,0
16,0
16,0
16,1
16,0
16,0
16,0
18,0
16,0
16,0
16,1
16,0
20,0
16,0
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,1
16,0
16,0
16,1
16,0
16,0
16,0
16,0
16,1
16,0
16,0
16,0
20,1
16,0
16,0
16,1
16,0
16,0
16,0
16,1
16,0
16,0
16,1
20,0
16,0
16,0
16,0
24,0
16,0
16,1
19,0
16,0
16,0
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,1
16,0
20,0
16,0
16,0
16,0
16,0
16,1
16,1
16,0
16,0
16,0
16,1
16,0
16,0
16,1
16,0
16,0
16,0
16,1
16,0
26,0
16,1
16,0
16,0
16,0
16,1
16,0
16,0
16,1
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,1
16,0
16,0
16,1
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,1
16,0
26,0
16,0
16,0
20,0
16,0
16,1
16,0
16,0
16,0
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,0
16,0
16,0
16,1
16,0
16,0
16,0
20,0
16,0
16,0
20,1
16,0
16,0
16,0
16,1
16,0
16,0
16,1
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,1
16,0
16,0
20,0
16,1
16,0
16,0
16,0
21,0
16,0
16,0
16,1
16,0
26,0
16,0
30,1
16,0
16,0
16,0
16,1
16,0
16,0
16,0
16,1
76,1
62,0
56,0
34,0
65538,1
34,1
34,0
4088,0
2,0
2,0
2,1
2,0
2,0
2,0
2,1
2,0
2,0
2,0
2,1
2,0
2,0
2,1
3,0
2,0
2,0
3,1
3,0
2,0
5,0
6,1
3,0
3,0
3,0
4,1
32816,1
32816,0
42,0
28,0
50,0
30,0
26,0
28,0
26,0
26,1
50,0
28,0
24,0
26,0
24,0
42,1
26,0
50,0
28,1
24,0
26,0
24,0
42,1
26,1
50,0
28,0
24,0
26,0
24,0
30,0
26,0
50,0
28,0
24,0
26,1
24,1
42,0
26,1
50,1
28,0
24,0
26,0
24,0
60,0
68,1
126,0
42,0
26,0
50,0
28,1
24,0
26,0
24,0
42,1
26,0
50,0
28,0
24,0
26,0
24,0
42,0
26,0
50,0
28,1
24,1
26,0
24,0
30,0
26,0
50,0
28,0
24,0
26,0
24,0
42,0
26,0
50,1
28,0
24,0
26,0
24,0
42,1
26,0
50,0
28,0
24,0
26,0
24,0
42,0
26,0
50,0
28,1
24,1
26,0
24,0
42,1
26,0
50,0
28,0
24,0
26,0
24,0
30,0
26,0
50,0
28,0
24,0
26,0
24,0
42,0
26,0
50,0
28,0
24,0
26,1
24,1
42,0
26,0
50,1
28,0
24,0
26,0
24,0
42,0
26,0
50,0
28,0
24,0
26,1
24,1
42,0
26,1
50,0
28,0
24,0
26,0
24,0
30,0
26,0
50,0
28,1
24,1
26,0
24,0
42,0
26,0
50,0
28,0
24,0
26,0
24,1
32,0
22,0
34,0
26,0
34,1
30,0
42,0
26,0
50,0
28,1
24,1
26,1
24,0
42,1
26,1
50,0
28,0
24,0
26,0
24,0
42,0
26,0
50,0
28,1
24,1
26,0
24,0
30,1
26,0
50,0
28,0
24,0
26,0
24,0
42,0
26,0
50,1
28,0
24,0
26,0
24,1
52,1
64,0
66,0
78,0
66,0
78,0
52,0
64,0
54,1
66,0
54,0
66,0
46,0
46,0
56,1
56,0
56,0
56,1
46,0
46,0
44,0
44,0
44,0
44,0
68,1
102,0
124,0
24,0
24,0
24,1
24,0
22,0
22,0
22,1
24,0
24,0
22,1
24,0
22,0
22,0
24,0
24,0
24,0
24,1
24,0
24,1
24,0
22,0
22,1
24,0
24,0
22,0
42,1
26,0
50,0
28,1
24,1
26,0
24,0
42,1
26,0
50,0
28,0
24,0
26,0
24,0
42,0
26,0
50,0
28,0
24,0
26,0
24,0
30,0
26,0
50,0
28,0
24,0
26,1
24,1
42,0
26,1
50,0
28,0
24,0
26,0
24,0
34,1
52,1
62,0
40,0
42,0
26,0
50,0
28,1
24,0
26,0
24,0
42,0
26,0
50,0
28,0
24,0
26,1
24,1
42,0
26,1
